-DOCSTART- -X- -X- O
Hx O O O
elevated O O O
PSA: O O O
Hx O O O
of O O O
PSA O O O
~9.5. O O O
Has O O O
gotten O O O
biopsy O O O
at O O O
FHV, O O O
WNL. O O O
Bone O O O
scan O O O
WNL. O O O
Now O O O
s/p O O O
TURP. O O O
PSA O O O
today O O O
15. O O O
Health O O O
maintenance: O O O
Pneumovax O O O
gotten O O O
thru O O O
FHV. O O O
Has O O O
had O O O
colo. O O O
16. O O O
RTC O O O
in O O O
4 O O O
months, O O O
sooner O O O
PRN; O O O
will O O O
fax O O O
labs O O O
to O O O
Dr. O O O
Potts O O O
at O O O
Florence O O O
Heights O O O
Village, O O O
phone O O O
668-508-1062; O O O
fasx O O O
534-184-9285 O O O
Yusuf O O O
Lugo, O O O
MD, O O O
42390 O O O

Record O O O
date: O O O
2097-03-04 O O O
	CARDIOLOGY O O O
	 O O O
	ELIZABETHTOWN O O O
STATE O O O
HOSPITAL O O O
	 O O O
RE: O O O
I O O O
had O O O
the O O O
pleasure O O O
of O O O
seeing O O O
Verna O O O
Cantu O O O
in O O O
consultation O O O
today O O O
for O O O
management O O O
of O O O
coronary O O O
artery O O O
disease O O O
and O O O
aortic O O O
stenosis. O O O
Dear O O O
Dr. O O O
Levon O O O
Nichols, O O O
She O O O
is O O O
a O O O
very O O O
pleasant O O O
60 O O O
year O O O
old O O O
female O O O
with O O O
cardiovascular O O O
risk O O O
factors O O O
of O O O
non-insulin O O O
dependent O O O
diabetes O O O
mellitus, O O O
hypertension, O O O
peripheral O O O
arterial O O O
disease, O O O
and O O O
prior O O O
tobacco O O O
abuse. O O O
She O O O
has O O O
no O O O
prior O O O
history O O O
of O O O
myocardial O O O
infarction, O O O
arrhythmia, O O O
or O O O
congestive O O O
heart O O O
failure. O O O
About O O O
15 O O O
years O O O
ago O O O
she O O O
underwent O O O
an O O O
ETT O O O
for O O O
evaluation O O O
of O O O
exertional O O O
lightheadedness O O O
which O O O
by O O O
her O O O
reports O O O
was O O O
unremarkable. O O O
She O O O
has O O O
an O O O
extensive O O O
vascular O O O
history O O O
s/p O O O
right O O O
popliteal O O O
PTA/Stent O O O
and O O O
left O O O
common O O O
femoral O O O
endarterectomy O O O
for O O O
which O O O
she O O O
has O O O
been O O O
receiving O O O
regular O O O
care O O O
from O O O
Dr. O O O
Nichols. O O O
She O O O
has O O O
a O O O
history O O O
of O O O
mixed O O O
connective O O O
tissue O O O
disease O O O
with O O O
Raynaud's O O O
for O O O
which O O O
she O O O
has O O O
been O O O
followed O O O
by O O O
Dr. O O O
Lucille O O O
Jackson. O O O
She O O O
reports O O O
that O O O
for O O O
the O O O
past O O O
year O O O
she O O O
has O O O
had O O O
dyspnea O O O
on O O O
exertion O O O
which O O O
typically O O O
manifests O O O
itself O O O
when O O O
she O O O
is O O O
trying O O O
to O O O
climb O O O
the O O O
2.5 O O O
flights O O O
of O O O
stairs O O O
that O O O
she O O O
has O O O
at O O O
home. O O O
She O O O
feels O O O
shortness O O O
of O O O
breath O O O
requiring O O O
her O O O
to O O O
stop O O O
when O O O
she O O O
gets O O O
to O O O
the O O O
top. O O O
She O O O
denies O O O
exertional O O O
chest O O O
pain O O O
or O O O
lightheadedness. O O O
She O O O
denies O O O
orthopnea, O O O
paroxysmal O O O
nocturnal O O O
dyspnea, O O O
or O O O
edema. O O O
She O O O
denies O O O
lightheadedness, O O O
dizziness, O O O
palpitations, O O O
or O O O
syncope. O O O
Currently O O O
she O O O
reports O O O
no O O O
symptoms O O O
of O O O
claudication. O O O
No O O O
regular O O O
exercise. O O O
A O O O
couple O O O
of O O O
times O O O
a O O O
day. O O O
Bowls O O O
on O O O
Sunday O O O
night O O O
with O O O
no O O O
shortness O O O
of O O O
breath. O O O
She O O O
has O O O
also O O O
been O O O
noted O O O
to O O O
have O O O
a O O O
systolic O O O
murmur O O O
on O O O
previous O O O
exams. O O O
An O O O
echocardiogram O O O
in O O O
2094 O O O
revealed O O O
aortic O O O
valve O O O
leaflet O O O
thickening O O O
but O O O
did O O O
not O O O
report O O O
significant O O O
aortic O O O
stenosis, O O O
though O O O
this O O O
was O O O
a O O O
technically O O O
difficult O O O
study O O O
by O O O
report. O O O
For O O O
evaluation O O O
of O O O
these O O O
symptoms O O O
she O O O
underwent O O O
an O O O
ETT-MIBI O O O
which O O O
was O O O
notable O O O
for O O O
poor O O O
exercise O O O
capacity, O O O
drop O O O
in O O O
blood O O O
pressure, O O O
exercise O O O
induced O O O
LBBB, O O O
and O O O
perfusion O O O
abnormality O O O
suggesting O O O
distal O O O
LAD O O O
territory O O O
ischemia. O O O
	Past O O O
medical O O O
history: O O O
1. O O O
Diabetes O O O
Mellitus: O O O
On O O O
oral O O O
medications O O O
for O O O
7 O O O
years O O O
+Retinopathy O O O
both O O O
eyes O O O
~ O O O
7 O O O
yrs O O O
ago, O O O
no O O O
nephropathy. O O O
+neuropathy O O O
2. O O O
Hypertension O O O
controlled O O O
on O O O
medication O O O
~ O O O
5yrs, O O O
requiring O O O
frequent O O O
adjustments O O O
of O O O
meds, O O O
140/70 O O O
3. O O O
Peripheral O O O
arterial O O O
disease. O O O
Status O O O
post O O O
left O O O
common O O O
femoral O O O
endarterectomy O O O
by O O O
Dr. O O O
Vanover O O O
11/26/95. O O O
4. O O O
Carotid O O O
artery O O O
disease. O O O
Mild O O O
bilateral O O O
internal O O O
carotid O O O
artery O O O
stenoses O O O
duplex O O O
ultrasound O O O
6/96. O O O
5. O O O
Mixed O O O
connective O O O
tissue O O O
disease O O O
with O O O
Raynaud's. O O O
Followed O O O
by O O O
Dr. O O O
Lucille O O O
Jackson. O O O
In O O O
2094 O O O
was O O O
having O O O
leg O O O
pains. O O O
6. O O O
Melanoma O O O
involving O O O
right O O O
thigh. O O O
s/p O O O
surgical O O O
resection O O O
20 O O O
years O O O
ago O O O
7. O O O
Arthritis O O O
primarily O O O
of O O O
hands O O O
Prior O O O
surgeries: O O O
tonsillectomy, O O O
melanoma O O O
resection. O O O
Supplements: O O O
Calcium NNP B-NP B-DRUG
with NNP B-NP I-DRUG
Vit. NNP B-NP I-DRUG
D. NNP B-NP I-DRUG
	 O O O
	Changes O O O
to O O O
Allergies O O O
	 O O O
NKA: O O O
No O O O
Known O O O
Allergies O O O
- O O O
reaction: O O O
[reviewed] O O O
	Family O O O
history: O O O
Mother O O O
had O O O
rheumatic O O O
heart O O O
disease, O O O
had O O O
3 O O O
valve O O O
surgeries. O O O
Died O O O
at O O O
the O O O
age O O O
of O O O
49 O O O
from O O O
complications O O O
of O O O
a O O O
urinary O O O
infection O O O
in O O O
the O O O
setting O O O
of O O O
stroke. O O O
Father O O O
had O O O
cirrhosis O O O
and O O O
died O O O
at O O O
the O O O
age O O O
of O O O
51, O O O
alcoholic. O O O
Sister: O O O
alive O O O
and O O O
well. O O O
There O O O
is O O O
no O O O
family O O O
history O O O
of O O O
premature O O O
coronary O O O
artery O O O
disease, O O O
cardiomyopathy, O O O
or O O O
arrhythmia. O O O
	Social O O O
history: O O O
Works O O O
as O O O
Broadcast O O O
Technician O O O
NPR O O O
for O O O
10 O O O
years. O O O
Tobacco: O O O
quit O O O
20 O O O
years O O O
ago. O O O
1 O O O
ppd O O O
for O O O
25 O O O
years. O O O
EtoH: O O O
none O O O
Lives O O O
with O O O
husband O O O
and O O O
son. O O O
	Review O O O
of O O O
systems: O O O
No O O O
bright O O O
red O O O
blood O O O
per O O O
rectum O O O
or O O O
melena. O O O
No O O O
transient O O O
ischemic O O O
attack, O O O
or O O O
stroke. O O O
She O O O
reports O O O
some O O O
left O O O
forearm O O O
muscle O O O
tightness O O O
with O O O
usual O O O
activities. O O O
Relieved O O O
with O O O
rest O O O
for O O O
the O O O
past O O O
one O O O
year. O O O
Physical O O O
examination: O O O
	 O O O
-BMI: O O O
28.3 O O O
Overweight, O O O
moderate O O O
risk O O O
-Pulse: O O O
91 O O O
reg O O O
-resp. O O O
rate: O O O
18 O O O
-height: O O O
58 O O O
in. O O O
-weight: O O O
135 O O O
lbs. O O O
-General O O O
appearance: O O O
overweight, O O O
pleasant, O O O
in O O O
no O O O
distress O O O
-Skin: O O O
No O O O
rashes. O O O
No O O O
jaundice. O O O
-HEENT: O O O
Conjunctivae O O O
clear, O O O
oropharynx O O O
benign. O O O
Upper O O O
and O O O
lower O O O
dentures O O O
-Neck: O O O
Neck O O O
is O O O
supple. O O O
Bilateral O O O
carotid O O O
upstrokes O O O
are O O O
diminished O O O
in O O O
volume O O O
and O O O
delayed O O O
in O O O
timing O O O
with O O O
radiation O O O
of O O O
aortic O O O
murmur. O O O
JVP O O O
is O O O
normal O O O
and O O O
estimated O O O
at O O O
7 O O O
cm O O O
H20 O O O
with O O O
no O O O
hepatojugular O O O
reflux. O O O
There O O O
is O O O
no O O O
cervical O O O
adenopathy O O O
or O O O
thyromegaly. O O O
-Chest: O O O
Mild O O O
bibasilar O O O
rales O O O
at O O O
the O O O
bases. O O O
No O O O
rhonchi O O O
or O O O
wheezes. O O O
-Cardiac: O O O
Regular, O O O
soft O O O
S1, O O O
There O O O
is O O O
a O O O
III/VI O O O
late O O O
peaking O O O
crescendo-decrescendo O O O
murmur O O O
at O O O
the O O O
base O O O
which O O O
radiates O O O
to O O O
the O O O
carotids O O O
and O O O
throughout O O O
the O O O
pre-cordium O O O
and O O O
left O O O
thorax. O O O
P2 O O O
is O O O
preserved O O O
and O O O
heard O O O
towards O O O
the O O O
apex. O O O
No O O O
RV O O O
heave. O O O
PMI O O O
does O O O
not O O O
feel O O O
displaced. O O O
-Abdomen: O O O
Soft, O O O
non-tender, O O O
non-distended O O O
with O O O
normal O O O
bowel O O O
sounds. O O O
abdominal O O O
bruit O O O
over O O O
epigastric O O O
area. O O O
No O O O
hepatosplenomegaly. O O O
-Extremities: O O O
No O O O
cyanosis, O O O
clubbing O O O
or O O O
edema. O O O
2+ O O O
femoral O O O
pulses O O O
with O O O
a O O O
left O O O
bruit. O O O
2+ O O O
pedal O O O
pulses. O O O
High O O O
pitched O O O
bruits O O O
appreciated O O O
while O O O
measuring O O O
brachial O O O
blood O O O
pressure O O O
in O O O
both O O O
arms. O O O
-Neuro: O O O
Alert O O O
and O O O
oriented O O O
x O O O
3. O O O
Normal O O O
gait O O O
-BP: O O O
162/60 O O O
RA O O O
144/66 O O O
LA O O O
	EKG: O O O
Normal O O O
sinus O O O
rhythm O O O
at O O O
91 O O O
bpm. O O O
Left O O O
anterior O O O
fascicular O O O
block. O O O
Compared O O O
with O O O
prior O O O
from O O O
11/95 O O O
there O O O
has O O O
been O O O
no O O O
significant O O O
change. O O O
Selected O O O
recent O O O
labs: O O O
	 O O O
Metabolic O O O
Date O O O

Record O O O
date: O O O
2065-12-11 O O O
MEDIQUIK O O O
EMERGENCY O O O
DEPT O O O
VISIT O O O
RUTLEDGE,XAVIER O O O
W. O O O
539-54-14-3 O O O
VISIT O O O
DATE: O O O
12/11/65 O O O
I O O O
saw O O O
this O O O
patient O O O
December O O O
11, O O O
2065 O O O
with O O O
the O O O
resident, O O O
Dr. O O O
William O O O
Arndt O O O
and O O O
the O O O
coordinator O O O
from O O O
Adventist O O O
Home. O O O
PRESENTING O O O
COMPLAINT: O O O
This O O O
56-year-old O O O
man O O O
came O O O
in O O O
with O O O
redness O O O
and O O O
pain O O O
in O O O
his O O O
left O O O
leg. O O O
HISTORY O O O
OF O O O
PRESENTING O O O
COMPLAINT: O O O
History O O O
of O O O
present O O O
illness O O O
includes O O O
renal O O O
failure, O O O
renal O O O
transplant, O O O
insulin NNP B-NP B-DRUG
dependent O O O
diabetes O O O
mellitus O O O
and O O O
peripheral O O O
vascular O O O
disease. O O O
He O O O
recently O O O
had O O O
a O O O
deep O O O
venous O O O
thrombosis O O O
of O O O
the O O O
left O O O
leg O O O
extending O O O
from O O O
the O O O
calf O O O
into O O O
the O O O
common O O O
femoral O O O
vein O O O
which O O O
is O O O
being O O O
treated O O O
now O O O
with O O O
Coumadin, NNP B-NP B-DRUG
but O O O
today O O O
he O O O
noticed O O O
the O O O
redness, O O O
swelling O O O
and O O O
pain O O O
in O O O
the O O O
leg. O O O
Please O O O
see O O O
the O O O
resident's O O O
hand O O O
written O O O
record O O O
for O O O
explicit O O O
details O O O
of O O O
the O O O
patient's O O O
visit O O O
and O O O
findings. O O O
REVIEW O O O
OF O O O
SYSTEMS: O O O
Please O O O
see O O O
the O O O
resident's O O O
hand O O O
written O O O
record O O O
for O O O
explicit O O O
details O O O
of O O O
the O O O
patient's O O O
visit O O O
and O O O
findings. O O O
PAST O O O
MEDICAL O O O
HISTORY: O O O
Please O O O
see O O O
the O O O
resident's O O O
hand O O O
written O O O
record O O O
for O O O
explicit O O O
details O O O
of O O O
the O O O
patient's O O O
visit O O O
and O O O
findings. O O O
MEDICATIONS: O O O
Please O O O
see O O O
the O O O
resident's O O O
hand O O O
written O O O
record O O O
for O O O
explicit O O O
details O O O
of O O O
the O O O
patient's O O O
visit O O O
and O O O
findings. O O O
ALLERGIES: O O O
Please O O O
see O O O
the O O O
resident's O O O
hand O O O
written O O O
record O O O
for O O O
explicit O O O
details O O O
of O O O
the O O O
patient's O O O
visit O O O
and O O O
findings. O O O
SOCIAL O O O
HISTORY O O O
AND O O O
FAMILY O O O
HISTORY: O O O
Please O O O
see O O O
the O O O
resident's O O O
hand O O O
written O O O
record O O O
for O O O
explicit O O O
details O O O
of O O O
the O O O
patient's O O O
visit O O O
and O O O
findings. O O O
PHYSICAL O O O
EXAMINATION: O O O
On O O O
physical O O O
examination, O O O
about O O O
one O O O
half O O O
the O O O
area O O O
of O O O
the O O O
distal O O O
leg O O O
more O O O
anteriorly O O O
is O O O
warm, O O O
red, O O O
discolored O O O
and O O O
tender. O O O
Homan's O O O
sign O O O
is O O O
negative. O O O
THERAPY O O O
RENDERED/COURSE O O O
IN O O O
ED: O O O
The O O O
patient O O O
was O O O
sent O O O
for O O O
Doppler O O O
ultrasound O O O
of O O O
the O O O
leg O O O
which O O O
showed O O O
improved O O O
flow O O O
through O O O
the O O O
common O O O
femoral O O O
vein, O O O
but O O O
persistent O O O
thrombosis O O O
in O O O
the O O O
superficial O O O
femoral O O O
of O O O
the O O O
gastrocnemius O O O
and O O O
popliteal O O O
veins. O O O
He O O O
was O O O
begun O O O
on O O O
intravenous O O O
Nebcin NNP B-NP B-DRUG
for O O O
a O O O
presumed O O O
cellulitis. O O O
The O O O
plan O O O
is O O O
several O O O
days O O O
of O O O
hospitalization O O O
with O O O
elevation O O O
and O O O
intravenous O O O
antibiotics. NNP B-NP B-DRUG
FINAL O O O
DIAGNOSIS: O O O
Cellulitis O O O
of O O O
leg. O O O
DISPOSITION O O O
(including O O O
condition O O O
upon O O O
discharge): O O O
The O O O
patient O O O
was O O O
admitted O O O
to O O O
the O O O
hospital O O O
in O O O
fair O O O
condition. O O O
___________________________________ O O O
BZ259/4420 O O O
YUTAKA O O O
PRITCHARD, O O O
M.D. O O O
YP66 O O O
D:12/11/65 O O O
T:12/11/65 O O O
Dictated O O O
by: O O O
YUTAKA O O O
PRITCHARD, O O O
M.D. O O O
YP66 O O O

Record O O O
date: O O O
2093-10-18 O O O
NAME: O O O
Wilson, O O O
Gabriel O O O
MRN: O O O
8514931 O O O
HISTORY O O O
OF O O O
PRESENT O O O
ILLNESS: O O O
Gabriel O O O
Wilson O O O
is O O O
a O O O
72-year-old O O O
Croatian O O O
female, O O O
referred O O O
by O O O
Dr. O O O
Fraser O O O
for O O O
evaluation O O O
of O O O
complaints O O O
of O O O
dizziness. O O O
Her O O O
daughter, O O O
who O O O
is O O O
a O O O
Library O O O
Manager O O O
here, O O O
accompanies O O O
her O O O
mother O O O
today. O O O
Apparently, O O O
for O O O
many O O O
years, O O O
perhaps O O O
as O O O
many O O O
as O O O
five, O O O
her O O O
mother O O O
has O O O
complained O O O
of O O O
"feeling O O O
pulled" O O O
when O O O
she O O O
walks. O O O
This O O O
never O O O
occurs O O O
when O O O
lying O O O
down O O O
or O O O
sitting. O O O
It O O O
is O O O
only O O O
when O O O
she O O O
is O O O
walking O O O
that O O O
she O O O
feels O O O
she O O O
is O O O
being O O O
pulled, O O O
either O O O
to O O O
the O O O
right, O O O
left, O O O
forward O O O
or O O O
backward. O O O
At O O O
times, O O O
she O O O
does O O O
visibly O O O
veer O O O
when O O O
she O O O
walks. O O O
She O O O
has O O O
had O O O
one O O O
fall O O O
a O O O
number O O O
of O O O
months O O O
ago O O O
when O O O
she O O O
broke O O O
her O O O
wrist. O O O
She O O O
has O O O
not O O O
had O O O
any O O O
subsequent O O O
falls. O O O
There O O O
is O O O
no O O O
associated O O O
true O O O
spinning O O O
vertigo, O O O
no O O O
associated O O O
visual O O O
change, O O O
numbness, O O O
weakness, O O O
change O O O
in O O O
gait, O O O
change O O O
in O O O
speech O O O
and O O O
no O O O
headache. O O O
She O O O
actually O O O
feels O O O
that O O O
over O O O
the O O O
past O O O
few O O O
weeks, O O O
it O O O
has O O O
been O O O
a O O O
little O O O
better, O O O
though O O O
prior O O O
to O O O
that, O O O
it O O O
was O O O
a O O O
little O O O
more O O O
severe. O O O
Unable O O O
to O O O
associate O O O
this O O O
with O O O
any O O O
clear O O O
intervention. O O O
Unaware O O O
of O O O
any O O O
precipitating O O O
or O O O
alleviating O O O
symptoms. O O O
Review O O O
of O O O
other O O O
systems O O O
notable O O O
for O O O
general O O O
fatigue. O O O
Otherwise O O O
unremarkable. O O O
No O O O
chest O O O
pain, O O O
shortness O O O
of O O O
breath O O O
or O O O
abdominal O O O
pain. O O O
PAST O O O
MEDICAL O O O
HISTORY: O O O
Hepatitis O O O
B, O O O
diabetes, O O O
hypertension, O O O
GE O O O
reflux, O O O
hyperlipidemia, O O O
depression, O O O
cataracts. O O O
MEDICATIONS: O O O
Aspirin, NNP B-NP B-DRUG
Colace, NNP B-NP B-DRUG
Cozaar, NNP B-NP B-DRUG
Flonase, NNP B-NP B-DRUG
Fosamax, NNP B-NP B-DRUG
hydrochlorothiazide, NNP B-NP B-DRUG
Lopid, NNP B-NP B-DRUG
meclizine NNP B-NP B-DRUG
p.r.n., O O O
Protonix, NNP B-NP B-DRUG
Prozac, NNP B-NP B-DRUG
Vioxx. NNP B-NP B-DRUG
FAMILY O O O
HISTORY: O O O
Negative O O O
for O O O
neurologic O O O
disease. O O O
SOCIAL O O O
HISTORY: O O O
She O O O
is O O O
widowed O O O
and O O O
lives O O O
with O O O
her O O O
niece. O O O
She O O O
neither O O O
drinks O O O
nor O O O
smokes. O O O
PHYSICAL O O O
EXAMINATION: O O O
On O O O
exam, O O O
she O O O
is O O O
a O O O
pleasant, O O O
quiet, O O O
soft-spoken, O O O
72-year-old O O O
female. O O O
BP O O O
140/84. O O O
Cranial O O O
nerves O O O
II O O O
through O O O
XII O O O
intact O O O
to O O O
detailed O O O
exam, O O O
except O O O
for O O O
decreased O O O
hearing O O O
on O O O
the O O O
left. O O O
On O O O
motor O O O
exam, O O O
no O O O
rigidity, O O O
no O O O
drift. O O O
Good O O O
power O O O
throughout O O O
upper O O O
and O O O
lower O O O
extremities. O O O
She O O O
does, O O O
however, O O O
seem O O O
mildly O O O
bradykinetic O O O
diffusely. O O O
Finger O O O
tapping O O O
was O O O
slow O O O
bilaterally O O O
and O O O
symmetric. O O O
Amplitude O O O
is O O O
normal O O O
for O O O
finger O O O
tapping. O O O
Power O O O
in O O O
the O O O
lower O O O
extremities O O O
5/5. O O O
Sensory O O O
exam O O O
with O O O
mild O O O
vibratory O O O
loss O O O
in O O O
the O O O
toes. O O O
Finger-to-nose O O O
testing O O O
intact. O O O
Foot-tapping O O O
decreased O O O
bilaterally. O O O
Romberg O O O
sway. O O O
Her O O O
gait O O O
is O O O
slightly O O O
wide-based, O O O
with O O O
occasional O O O
veering O O O
to O O O
either O O O
side. O O O
She O O O
is O O O
unable O O O
to O O O
perform O O O
tandem. O O O
DTR's O O O
2+ O O O
throughout, O O O
except O O O
for O O O
1+ O O O
ankle O O O
jerks. O O O
Babinski O O O
flexor O O O
bilaterally. O O O
DATA: O O O
MRI/MRA O O O
of O O O
the O O O
brain O O O
8/30 O O O
shows O O O
mild O O O
to O O O
moderate O O O
white O O O
matter O O O
hyperintensity O O O
in O O O
the O O O
corona O O O
radiata, O O O
centrum O O O
semiovale O O O
and O O O
moderate O O O
bilateral O O O
pontine O O O
involvement O O O
and O O O
multifocal O O O
lacunar O O O
infarcts O O O
of O O O
the O O O
lentiform O O O
nuclei, O O O
right O O O
internal O O O
capsule O O O
and O O O
bilateral O O O
thalami. O O O
Intracranial O O O
atherosclerosis O O O
is O O O
seen O O O
involving O O O
the O O O
anterior O O O
middle O O O
cerebral O O O
arteries O O O
with O O O
a O O O
greater O O O
degree O O O
of O O O
involvement O O O
of O O O
the O O O
posterior O O O
cerebral O O O
arteries O O O
and O O O
intermittent O O O
development O O O
of O O O
moderate O O O
mid-segment O O O
stenosis O O O
of O O O
the O O O
basilar O O O
artery. O O O
Bloodwork O O O
2/27: O O O
SMA7 O O O
normal, O O O
except O O O
glucose O O O
134. O O O
8/30 O O O
bili, O O O
total O O O
protein, O O O
albumin, O O O
globulin O O O
within O O O
normal O O O
limits. O O O
LFT's O O O
normal O O O
except O O O
SGOT O O O
elevated O O O
at O O O
46. O O O
IMPRESSION: O O O
72-year-old O O O
female O O O
with O O O
diabetes, O O O
chronic O O O
hepatitis O O O
C O O O
and O O O
hypertension, O O O
complaining O O O
of O O O
basically O O O
veering O O O
of O O O
her O O O
gait O O O
and O O O
feeling O O O
unsteady. O O O
She O O O
is O O O
symptomatic O O O
only O O O
when O O O
she O O O
walks. O O O
Her O O O
exam O O O
is O O O
notable O O O
for O O O
mild O O O
vibratory O O O
loss O O O
in O O O
the O O O
toes, O O O
likely O O O
